longitude,latitude,loss_year,canopy_pct,lc_class
-55.3742939861509,-1.8890951503724536,2006,91,8
-50.61344316766431,-3.952725969309181,2017,81,9
-50.39437300419084,-3.4565327730855153,2013,99,2
-50.12784581306189,-5.271376127865935,2015,98,9
-51.12503021530873,-8.741294470574609,2002,98,6
-58.98186726913357,-9.811649928689931,2021,100,2
-54.81059604005384,-1.8422216059916559,2002,97,9
-50.8336278463247,-7.461062400934349,2002,96,2
-53.19231285835162,-6.605273165667298,2022,100,2
-51.723455062694505,-6.022798793376774,2021,91,2
-55.84428975930421,-6.277561296017343,2009,100,2
-51.811410002512275,-11.498663692831672,2019,91,2
-48.960082602721904,-8.545601951588125,2023,14,10
